Report_ID,Ward_Number,Area_Location,Issue_Type,Severity,Submission_Date,Month_Year
ISSUE_00325,15.0,Koundampalayam,Garbage Dump,Low,2024-08-22,2024-08
ISSUE_00326,12.0,Unknown,Street Light Issue,Unknown,2024-05-01,2024-05
ISSUE_00327,12.0,Ganapathy,Drainage Leakage,Unknown,2023-03-19,2023-03
ISSUE_00328,12.0,Gandhipuram,Water Pipe Burst,Medium,2024-11-07,2024-11
ISSUE_00329,12.0,Ukkadam,Unknown,Low,2023-06-10,2023-06
ISSUE_00330,18.0,Ukkadam,Unknown,High,2023-09-27,2023-09
ISSUE_00331,4.0,Peelamedu,Water Pipe Burst,Unknown,2024-12-08,2024-12
ISSUE_00332,4.0,Podanur,Drainage Leakage,High,2023-12-16,2023-12
ISSUE_00333,12.0,Ganapathy,Unknown,High,2024-12-06,2024-12
ISSUE_00334,19.0,Ukkadam,Unknown,High,2023-10-15,2023-10
ISSUE_00335,12.0,Ukkadam,Pothole,Unknown,2023-05-11,2023-05
ISSUE_00336,12.0,Peelamedu,Unknown,High,2024-12-21,2024-12
ISSUE_00337,16.0,Ganapathy,Street Light Issue,Unknown,2024-11-10,2024-11
ISSUE_00338,12.0,Ukkadam,Water Pipe Burst,High,2024-05-23,2024-05
ISSUE_00339,9.0,Ganapathy,Drainage Leakage,Unknown,2023-10-26,2023-10
ISSUE_00340,10.0,Gandhipuram,Garbage Dump,High,2025-02-01,2025-02
ISSUE_00341,14.0,Unknown,Unknown,Low,2023-07-16,2023-07
ISSUE_00342,12.0,Gandhipuram,Street Light Issue,Unknown,2024-10-27,2024-10
ISSUE_00343,18.0,Saibaba Colony,Unknown,High,2024-12-15,2024-12
ISSUE_00344,12.0,Ukkadam,Garbage Dump,High,2024-05-18,2024-05
ISSUE_00345,12.0,Unknown,Unknown,Low,2025-01-11,2025-01
ISSUE_00346,8.0,Saibaba Colony,Unknown,Low,2024-05-10,2024-05
ISSUE_00347,14.0,Ukkadam,Unknown,Unknown,2024-06-15,2024-06
ISSUE_00348,6.0,Koundampalayam,Garbage Dump,Unknown,2023-10-19,2023-10
ISSUE_00349,8.0,Koundampalayam,Water Pipe Burst,Medium,2024-12-31,2024-12
ISSUE_00350,12.0,Unknown,Unknown,Unknown,2023-10-11,2023-10
ISSUE_00351,20.0,Unknown,Water Pipe Burst,Low,2024-01-18,2024-01
ISSUE_00352,2.0,Ukkadam,Unknown,High,2024-04-15,2024-04
ISSUE_00353,9.0,Peelamedu,Street Light Issue,Medium,2023-10-18,2023-10
ISSUE_00354,12.0,Saibaba Colony,Unknown,High,2024-10-17,2024-10
ISSUE_00355,12.0,Koundampalayam,Street Light Issue,Unknown,2023-01-29,2023-01
ISSUE_00356,15.0,RS Puram,Garbage Dump,Unknown,2024-11-30,2024-11
ISSUE_00357,12.0,Unknown,Unknown,Unknown,2024-12-13,2024-12
ISSUE_00358,4.0,Koundampalayam,Garbage Dump,Unknown,2024-06-01,2024-06
ISSUE_00359,12.0,Unknown,Unknown,Unknown,2025-02-07,2025-02
ISSUE_00360,1.0,Unknown,Garbage Dump,Unknown,2024-03-05,2024-03
ISSUE_00361,4.0,Saibaba Colony,Street Light Issue,Unknown,2023-08-27,2023-08
ISSUE_00362,12.0,Unknown,Garbage Dump,Unknown,2024-01-14,2024-01
ISSUE_00363,12.0,Koundampalayam,Unknown,Low,2024-12-15,2024-12
ISSUE_00364,11.0,Peelamedu,Pothole,Low,2023-07-06,2023-07
ISSUE_00365,12.0,Saibaba Colony,Street Light Issue,Low,2024-05-03,2024-05
ISSUE_00366,7.0,Unknown,Unknown,Unknown,2023-07-18,2023-07
ISSUE_00367,19.0,RS Puram,Water Pipe Burst,Medium,2024-12-05,2024-12
ISSUE_00368,3.0,Peelamedu,Unknown,Medium,2023-12-22,2023-12
ISSUE_00369,18.0,Unknown,Street Light Issue,Unknown,2023-09-26,2023-09
ISSUE_00370,12.0,Ukkadam,Garbage Dump,Medium,2024-08-27,2024-08
ISSUE_00371,12.0,Peelamedu,Street Light Issue,Unknown,2023-05-08,2023-05
ISSUE_00372,12.0,Koundampalayam,Water Pipe Burst,Unknown,2023-08-04,2023-08
ISSUE_00373,20.0,Ganapathy,Unknown,High,2023-11-22,2023-11
ISSUE_00374,12.0,Koundampalayam,Pothole,High,2025-01-26,2025-01
ISSUE_00375,14.0,Saibaba Colony,Street Light Issue,Unknown,2025-01-16,2025-01
ISSUE_00376,12.0,Ukkadam,Street Light Issue,Low,2023-03-30,2023-03
ISSUE_00377,12.0,Peelamedu,Garbage Dump,Unknown,2023-11-10,2023-11
ISSUE_00378,11.0,Ganapathy,Unknown,Medium,2024-06-07,2024-06
ISSUE_00379,12.0,Unknown,Pothole,High,2024-03-11,2024-03
ISSUE_00380,10.0,Ganapathy,Unknown,Low,2023-03-23,2023-03
ISSUE_00381,12.0,Unknown,Garbage Dump,Unknown,2025-06-06,2025-06
ISSUE_00382,12.0,Koundampalayam,Street Light Issue,High,2023-10-07,2023-10
ISSUE_00383,12.0,Ukkadam,Water Pipe Burst,Medium,2025-03-17,2025-03
ISSUE_00384,12.0,Ganapathy,Garbage Dump,High,2023-05-31,2023-05
ISSUE_00385,12.0,Unknown,Pothole,Unknown,2024-04-28,2024-04
ISSUE_00386,12.0,Unknown,Garbage Dump,Unknown,2023-04-27,2023-04
ISSUE_00387,18.0,Unknown,Unknown,Unknown,2024-08-02,2024-08
ISSUE_00388,3.0,Ganapathy,Unknown,Medium,2024-10-12,2024-10
ISSUE_00389,12.0,RS Puram,Water Pipe Burst,Unknown,2024-10-11,2024-10
ISSUE_00390,3.0,Ukkadam,Garbage Dump,Low,2024-12-02,2024-12
ISSUE_00391,11.0,Ganapathy,Unknown,Medium,2024-02-16,2024-02
ISSUE_00392,12.0,Unknown,Street Light Issue,High,2025-07-15,2025-07
ISSUE_00393,1.0,Podanur,Unknown,High,2024-03-03,2024-03
ISSUE_00394,3.0,Koundampalayam,Pothole,Unknown,2024-09-23,2024-09
ISSUE_00395,12.0,Ganapathy,Unknown,Unknown,2023-07-11,2023-07
ISSUE_00396,12.0,RS Puram,Water Pipe Burst,Unknown,2024-02-07,2024-02
ISSUE_00397,12.0,RS Puram,Drainage Leakage,High,2025-04-29,2025-04
ISSUE_00398,12.0,Saibaba Colony,Street Light Issue,Unknown,2023-01-01,2023-01
ISSUE_00399,12.0,Koundampalayam,Pothole,Low,2024-08-01,2024-08
ISSUE_00400,20.0,Koundampalayam,Garbage Dump,Medium,2024-02-03,2024-02
ISSUE_00401,12.0,Podanur,Unknown,Unknown,2023-04-01,2023-04
ISSUE_00402,15.0,Peelamedu,Unknown,Unknown,2024-01-06,2024-01
ISSUE_00403,17.0,Koundampalayam,Drainage Leakage,Unknown,2023-11-02,2023-11
ISSUE_00404,12.0,Saibaba Colony,Water Pipe Burst,High,2023-12-17,2023-12
ISSUE_00405,12.0,RS Puram,Water Pipe Burst,High,2023-03-13,2023-03
ISSUE_00406,17.0,Saibaba Colony,Drainage Leakage,Unknown,2024-06-01,2024-06
ISSUE_00407,12.0,Saibaba Colony,Water Pipe Burst,Unknown,2024-03-22,2024-03
ISSUE_00408,4.0,Ukkadam,Drainage Leakage,Low,2024-01-09,2024-01
ISSUE_00409,12.0,Ganapathy,Street Light Issue,Unknown,2023-08-04,2023-08
ISSUE_00410,12.0,Saibaba Colony,Street Light Issue,Low,2023-06-13,2023-06
ISSUE_00411,18.0,Unknown,Pothole,Unknown,2023-11-26,2023-11
ISSUE_00412,4.0,Unknown,Garbage Dump,Medium,2023-09-21,2023-09
ISSUE_00413,12.0,Podanur,Garbage Dump,Medium,2024-09-10,2024-09
ISSUE_00414,11.0,Peelamedu,Unknown,Unknown,2023-03-27,2023-03
ISSUE_00415,1.0,Peelamedu,Garbage Dump,Unknown,2024-01-16,2024-01
ISSUE_00416,3.0,Peelamedu,Drainage Leakage,Unknown,2024-12-17,2024-12
ISSUE_00417,12.0,Unknown,Water Pipe Burst,Unknown,2023-04-17,2023-04
ISSUE_00418,15.0,Ganapathy,Street Light Issue,Unknown,2025-01-27,2025-01
ISSUE_00419,12.0,RS Puram,Drainage Leakage,Unknown,2024-06-23,2024-06
ISSUE_00420,17.0,Saibaba Colony,Unknown,Unknown,2024-06-11,2024-06
ISSUE_00421,5.0,Saibaba Colony,Street Light Issue,Unknown,2023-12-30,2023-12
ISSUE_00422,12.0,Ganapathy,Drainage Leakage,High,2023-08-29,2023-08
ISSUE_00423,12.0,Unknown,Unknown,High,2024-09-17,2024-09
ISSUE_00424,8.0,Ukkadam,Unknown,Unknown,2023-08-21,2023-08
ISSUE_00425,12.0,Ganapathy,Garbage Dump,Unknown,2025-04-16,2025-04
ISSUE_00426,12.0,Ganapathy,Street Light Issue,Unknown,2024-10-29,2024-10
ISSUE_00427,12.0,Podanur,Drainage Leakage,Medium,2023-09-21,2023-09
ISSUE_00428,6.0,Gandhipuram,Water Pipe Burst,Medium,2023-05-14,2023-05
ISSUE_00429,9.0,Koundampalayam,Unknown,Low,2025-07-17,2025-07
ISSUE_00430,12.0,Unknown,Street Light Issue,Unknown,2024-11-23,2024-11
ISSUE_00431,12.0,Peelamedu,Garbage Dump,High,2025-02-28,2025-02
ISSUE_00432,19.0,Koundampalayam,Garbage Dump,Medium,2024-06-21,2024-06
ISSUE_00433,20.0,Saibaba Colony,Unknown,Unknown,2025-03-12,2025-03
ISSUE_00434,20.0,Gandhipuram,Street Light Issue,High,2023-02-18,2023-02
ISSUE_00435,2.0,Unknown,Unknown,Low,2024-04-16,2024-04
ISSUE_00436,15.0,Unknown,Unknown,Low,2023-02-27,2023-02
ISSUE_00437,12.0,Unknown,Unknown,Unknown,2023-03-03,2023-03
ISSUE_00438,13.0,Koundampalayam,Unknown,Medium,2025-06-11,2025-06
ISSUE_00439,12.0,Peelamedu,Street Light Issue,Unknown,2024-07-21,2024-07
ISSUE_00440,12.0,Ukkadam,Street Light Issue,Unknown,2023-11-23,2023-11
ISSUE_00441,4.0,Peelamedu,Unknown,High,2023-08-10,2023-08
ISSUE_00442,1.0,Koundampalayam,Unknown,Unknown,2024-08-25,2024-08
ISSUE_00443,12.0,Saibaba Colony,Garbage Dump,Unknown,2025-05-31,2025-05
ISSUE_00444,4.0,Gandhipuram,Garbage Dump,High,2024-01-19,2024-01
ISSUE_00445,12.0,Koundampalayam,Unknown,Low,2023-01-27,2023-01
ISSUE_00446,12.0,Koundampalayam,Water Pipe Burst,Low,2023-12-11,2023-12
ISSUE_00447,14.0,Gandhipuram,Unknown,High,2024-05-27,2024-05
ISSUE_00448,12.0,Koundampalayam,Water Pipe Burst,Unknown,2023-07-08,2023-07
ISSUE_00449,12.0,RS Puram,Unknown,Unknown,2024-08-04,2024-08
ISSUE_00450,5.0,Koundampalayam,Garbage Dump,Medium,2024-11-02,2024-11
ISSUE_00451,12.0,RS Puram,Drainage Leakage,High,2025-02-15,2025-02
ISSUE_00452,12.0,Ukkadam,Garbage Dump,Medium,2023-09-30,2023-09
ISSUE_00453,12.0,Ukkadam,Garbage Dump,High,2024-03-31,2024-03
ISSUE_00454,15.0,Saibaba Colony,Street Light Issue,Low,2024-11-03,2024-11
ISSUE_00455,12.0,Unknown,Unknown,Unknown,2023-03-08,2023-03
ISSUE_00456,12.0,Ganapathy,Water Pipe Burst,Medium,2025-05-12,2025-05
ISSUE_00457,12.0,Gandhipuram,Unknown,Medium,2023-05-02,2023-05
ISSUE_00458,12.0,Peelamedu,Water Pipe Burst,Unknown,2023-10-12,2023-10
ISSUE_00459,12.0,Unknown,Drainage Leakage,Unknown,2024-06-09,2024-06
ISSUE_00460,12.0,RS Puram,Drainage Leakage,High,2023-07-14,2023-07
ISSUE_00461,12.0,Koundampalayam,Pothole,Unknown,2023-02-16,2023-02
ISSUE_00462,12.0,Ukkadam,Unknown,Medium,2025-04-28,2025-04
ISSUE_00463,15.0,Podanur,Unknown,Low,2023-04-22,2023-04
ISSUE_00464,4.0,Saibaba Colony,Drainage Leakage,Medium,2025-03-31,2025-03
ISSUE_00465,12.0,Unknown,Unknown,Unknown,2023-04-29,2023-04
ISSUE_00466,3.0,RS Puram,Water Pipe Burst,High,2023-12-05,2023-12
ISSUE_00467,15.0,Koundampalayam,Pothole,Unknown,2024-11-24,2024-11
ISSUE_00468,8.0,Ganapathy,Drainage Leakage,Low,2024-02-28,2024-02
ISSUE_00469,15.0,Podanur,Unknown,Medium,2024-07-20,2024-07
ISSUE_00470,17.0,Saibaba Colony,Street Light Issue,High,2023-06-16,2023-06
ISSUE_00471,10.0,Gandhipuram,Garbage Dump,Medium,2024-01-20,2024-01
ISSUE_00472,5.0,Unknown,Unknown,High,2024-04-15,2024-04
ISSUE_00473,12.0,Gandhipuram,Unknown,Medium,2025-02-21,2025-02
ISSUE_00474,10.0,Unknown,Unknown,Low,2025-05-17,2025-05
ISSUE_00475,16.0,Unknown,Water Pipe Burst,Unknown,2024-06-09,2024-06
ISSUE_00476,12.0,Gandhipuram,Drainage Leakage,Unknown,2025-06-13,2025-06
ISSUE_00477,12.0,Podanur,Unknown,Low,2023-07-13,2023-07
ISSUE_00478,13.0,Unknown,Drainage Leakage,Low,2025-02-16,2025-02
ISSUE_00479,17.0,Peelamedu,Street Light Issue,Unknown,2023-01-10,2023-01
ISSUE_00480,10.0,Ganapathy,Street Light Issue,Unknown,2024-05-29,2024-05
ISSUE_00481,12.0,Saibaba Colony,Street Light Issue,Unknown,2023-03-12,2023-03
ISSUE_00482,14.0,Podanur,Unknown,High,2023-06-18,2023-06
ISSUE_00483,16.0,Koundampalayam,Garbage Dump,Unknown,2023-08-22,2023-08
ISSUE_00484,12.0,Podanur,Garbage Dump,High,2025-04-11,2025-04
ISSUE_00485,13.0,Ganapathy,Garbage Dump,Unknown,2024-10-12,2024-10
ISSUE_00486,12.0,Ganapathy,Garbage Dump,Unknown,2023-12-10,2023-12
ISSUE_00487,11.0,Peelamedu,Unknown,Unknown,2023-10-20,2023-10
ISSUE_00488,4.0,RS Puram,Pothole,Medium,2024-06-15,2024-06
ISSUE_00489,12.0,Peelamedu,Pothole,Medium,2023-10-06,2023-10
ISSUE_00490,12.0,Peelamedu,Drainage Leakage,High,2025-04-30,2025-04
ISSUE_00491,12.0,Unknown,Unknown,Unknown,2025-06-24,2025-06
ISSUE_00492,12.0,Ganapathy,Unknown,Low,2024-04-06,2024-04
ISSUE_00493,18.0,Ukkadam,Drainage Leakage,Unknown,2024-02-02,2024-02
ISSUE_00494,16.0,Ganapathy,Water Pipe Burst,Unknown,2025-04-21,2025-04
ISSUE_00495,5.0,Peelamedu,Pothole,Low,2024-02-22,2024-02
ISSUE_00496,12.0,Ukkadam,Drainage Leakage,High,2023-11-09,2023-11
ISSUE_00497,12.0,Podanur,Unknown,Unknown,2023-04-04,2023-04
ISSUE_00498,6.0,Unknown,Pothole,Unknown,2024-08-18,2024-08
ISSUE_00499,12.0,Ukkadam,Water Pipe Burst,Low,2024-11-29,2024-11
ISSUE_00500,16.0,Podanur,Unknown,Unknown,2024-08-31,2024-08
ISSUE_00501,12.0,Gandhipuram,Street Light Issue,High,2025-07-07,2025-07
ISSUE_00502,12.0,Ganapathy,Unknown,Medium,2024-07-07,2024-07
ISSUE_00503,12.0,Peelamedu,Unknown,Medium,2024-06-27,2024-06
ISSUE_00504,12.0,Saibaba Colony,Unknown,Medium,2023-11-07,2023-11
ISSUE_00505,12.0,RS Puram,Garbage Dump,Low,2023-06-11,2023-06
ISSUE_00506,12.0,Koundampalayam,Unknown,Low,2023-09-17,2023-09
ISSUE_00507,12.0,Podanur,Unknown,Medium,2023-12-30,2023-12
ISSUE_00508,16.0,Gandhipuram,Pothole,High,2024-12-18,2024-12
ISSUE_00509,13.0,Ganapathy,Street Light Issue,High,2023-06-19,2023-06
ISSUE_00510,16.0,Saibaba Colony,Drainage Leakage,Medium,2025-06-27,2025-06
ISSUE_00511,11.0,Peelamedu,Drainage Leakage,Low,2023-03-19,2023-03
ISSUE_00512,7.0,Koundampalayam,Water Pipe Burst,High,2024-02-19,2024-02
ISSUE_00513,11.0,Gandhipuram,Garbage Dump,Medium,2024-10-24,2024-10
ISSUE_00514,12.0,Ukkadam,Street Light Issue,Unknown,2024-05-30,2024-05
ISSUE_00515,12.0,Unknown,Street Light Issue,High,2023-07-13,2023-07
ISSUE_00516,4.0,Podanur,Pothole,Unknown,2023-09-07,2023-09
ISSUE_00517,12.0,Saibaba Colony,Water Pipe Burst,Low,2024-02-17,2024-02
ISSUE_00518,3.0,Ganapathy,Garbage Dump,Unknown,2023-08-31,2023-08
ISSUE_00519,6.0,Saibaba Colony,Unknown,Medium,2024-06-25,2024-06
ISSUE_00520,12.0,Gandhipuram,Garbage Dump,High,2025-01-27,2025-01
ISSUE_00521,8.0,Saibaba Colony,Pothole,Unknown,2023-05-23,2023-05
ISSUE_00522,8.0,Ganapathy,Water Pipe Burst,Unknown,2023-09-15,2023-09
ISSUE_00523,12.0,Unknown,Unknown,Unknown,2023-10-07,2023-10
ISSUE_00524,12.0,Ganapathy,Unknown,Unknown,2023-03-25,2023-03
ISSUE_00525,18.0,Unknown,Drainage Leakage,Low,2023-08-04,2023-08
ISSUE_00526,12.0,Unknown,Garbage Dump,Unknown,2024-08-13,2024-08
ISSUE_00527,5.0,Podanur,Drainage Leakage,Unknown,2025-04-21,2025-04
ISSUE_00528,12.0,Podanur,Pothole,Medium,2024-09-28,2024-09
ISSUE_00529,12.0,Saibaba Colony,Drainage Leakage,Low,2024-03-14,2024-03
ISSUE_00530,12.0,Ukkadam,Drainage Leakage,High,2025-06-12,2025-06
ISSUE_00531,1.0,Peelamedu,Drainage Leakage,High,2025-05-02,2025-05
ISSUE_00532,12.0,Unknown,Unknown,High,2024-09-05,2024-09
ISSUE_00533,12.0,Ganapathy,Garbage Dump,Medium,2023-12-06,2023-12
ISSUE_00534,12.0,Ganapathy,Street Light Issue,Unknown,2024-10-13,2024-10
ISSUE_00535,12.0,Unknown,Water Pipe Burst,High,2024-04-24,2024-04
ISSUE_00536,3.0,Unknown,Drainage Leakage,Medium,2023-01-11,2023-01
ISSUE_00537,17.0,Ganapathy,Unknown,Unknown,2024-04-14,2024-04
ISSUE_00538,12.0,Ganapathy,Drainage Leakage,Unknown,2024-08-01,2024-08
ISSUE_00539,6.0,Koundampalayam,Street Light Issue,Unknown,2023-07-02,2023-07
ISSUE_00540,12.0,Peelamedu,Street Light Issue,Medium,2023-01-13,2023-01
ISSUE_00541,12.0,Ganapathy,Garbage Dump,High,2025-06-28,2025-06
ISSUE_00542,17.0,Koundampalayam,Drainage Leakage,Unknown,2024-10-16,2024-10
ISSUE_00543,12.0,Ukkadam,Unknown,Unknown,2024-04-20,2024-04
ISSUE_00544,12.0,Peelamedu,Water Pipe Burst,Unknown,2024-06-05,2024-06
ISSUE_00545,12.0,Gandhipuram,Pothole,Unknown,2024-07-05,2024-07
ISSUE_00546,9.0,Koundampalayam,Garbage Dump,High,2023-06-02,2023-06
ISSUE_00547,16.0,Ukkadam,Unknown,High,2025-02-07,2025-02
ISSUE_00548,12.0,Unknown,Unknown,Low,2024-10-08,2024-10
ISSUE_00549,12.0,Ganapathy,Unknown,Medium,2023-05-11,2023-05
ISSUE_00550,4.0,RS Puram,Unknown,High,2024-03-28,2024-03
ISSUE_00551,12.0,Ukkadam,Pothole,Unknown,2024-10-12,2024-10
ISSUE_00552,8.0,Ukkadam,Water Pipe Burst,Unknown,2025-02-22,2025-02
ISSUE_00553,12.0,Peelamedu,Unknown,Medium,2023-11-06,2023-11
ISSUE_00554,12.0,Unknown,Garbage Dump,Low,2023-10-24,2023-10
ISSUE_00555,2.0,Ganapathy,Street Light Issue,High,2025-04-17,2025-04
ISSUE_00556,12.0,Peelamedu,Street Light Issue,Low,2023-05-17,2023-05
ISSUE_00557,12.0,Peelamedu,Garbage Dump,Unknown,2024-01-28,2024-01
ISSUE_00558,12.0,Podanur,Water Pipe Burst,Medium,2023-02-26,2023-02
ISSUE_00559,16.0,Ukkadam,Water Pipe Burst,High,2025-02-11,2025-02
ISSUE_00560,12.0,Gandhipuram,Garbage Dump,Unknown,2023-10-15,2023-10
ISSUE_00561,17.0,Unknown,Unknown,Unknown,2025-04-16,2025-04
ISSUE_00562,1.0,Ukkadam,Garbage Dump,Unknown,2023-02-04,2023-02
ISSUE_00563,16.0,Saibaba Colony,Street Light Issue,Medium,2024-04-09,2024-04
ISSUE_00564,12.0,Podanur,Street Light Issue,Unknown,2024-03-18,2024-03
ISSUE_00565,12.0,Unknown,Water Pipe Burst,Unknown,2023-02-19,2023-02
ISSUE_00566,12.0,Gandhipuram,Garbage Dump,High,2024-03-15,2024-03
ISSUE_00567,4.0,Unknown,Street Light Issue,Unknown,2023-09-22,2023-09
ISSUE_00568,12.0,Gandhipuram,Unknown,Medium,2025-02-28,2025-02
ISSUE_00569,16.0,Koundampalayam,Garbage Dump,Medium,2023-03-09,2023-03
ISSUE_00570,12.0,Unknown,Street Light Issue,Unknown,2023-12-05,2023-12
ISSUE_00571,9.0,Gandhipuram,Pothole,Unknown,2024-06-02,2024-06
ISSUE_00572,12.0,RS Puram,Unknown,Unknown,2024-04-03,2024-04
ISSUE_00573,10.0,Unknown,Unknown,Unknown,2023-04-16,2023-04
ISSUE_00574,12.0,RS Puram,Water Pipe Burst,High,2023-11-21,2023-11
ISSUE_00575,18.0,Unknown,Garbage Dump,Low,2024-02-10,2024-02
ISSUE_00576,12.0,Ganapathy,Unknown,Medium,2025-05-02,2025-05
ISSUE_00577,12.0,Koundampalayam,Water Pipe Burst,Unknown,2025-05-04,2025-05
ISSUE_00578,8.0,Ganapathy,Street Light Issue,High,2024-12-23,2024-12
ISSUE_00579,12.0,Ukkadam,Unknown,High,2023-11-18,2023-11
ISSUE_00580,12.0,RS Puram,Garbage Dump,Low,2025-05-20,2025-05
ISSUE_00581,12.0,Unknown,Garbage Dump,High,2025-06-02,2025-06
ISSUE_00582,12.0,RS Puram,Pothole,Unknown,2024-01-20,2024-01
ISSUE_00583,11.0,Unknown,Garbage Dump,Unknown,2024-07-11,2024-07
ISSUE_00584,4.0,Ukkadam,Unknown,Unknown,2023-03-29,2023-03
ISSUE_00585,12.0,Peelamedu,Drainage Leakage,Low,2023-09-03,2023-09
ISSUE_00586,2.0,Unknown,Unknown,Unknown,2024-09-22,2024-09
ISSUE_00587,12.0,Peelamedu,Unknown,Low,2024-01-12,2024-01
ISSUE_00588,3.0,Saibaba Colony,Unknown,High,2024-04-04,2024-04
ISSUE_00589,12.0,Unknown,Garbage Dump,Unknown,2024-12-28,2024-12
ISSUE_00590,12.0,Ukkadam,Unknown,Unknown,2023-06-17,2023-06
ISSUE_00591,12.0,Saibaba Colony,Unknown,Low,2024-10-07,2024-10
ISSUE_00592,11.0,Ganapathy,Garbage Dump,Unknown,2023-07-13,2023-07
ISSUE_00593,12.0,RS Puram,Drainage Leakage,Medium,2023-08-22,2023-08
ISSUE_00594,12.0,RS Puram,Unknown,Unknown,2023-10-28,2023-10
ISSUE_00595,7.0,Gandhipuram,Street Light Issue,Medium,2024-05-11,2024-05
ISSUE_00596,12.0,Saibaba Colony,Garbage Dump,Unknown,2024-10-09,2024-10
ISSUE_00597,12.0,Gandhipuram,Pothole,Low,2024-07-03,2024-07
ISSUE_00598,12.0,Saibaba Colony,Unknown,Low,2025-05-25,2025-05
ISSUE_00599,4.0,Koundampalayam,Pothole,Medium,2023-07-31,2023-07
ISSUE_00600,15.0,Unknown,Drainage Leakage,Medium,2024-06-23,2024-06
ISSUE_00601,12.0,Saibaba Colony,Water Pipe Burst,High,2023-01-10,2023-01
ISSUE_00602,12.0,Ganapathy,Pothole,Low,2025-03-15,2025-03
ISSUE_00603,12.0,Koundampalayam,Unknown,Unknown,2025-06-26,2025-06
ISSUE_00604,12.0,Ganapathy,Water Pipe Burst,High,2023-07-08,2023-07
ISSUE_00605,7.0,Unknown,Water Pipe Burst,Medium,2024-05-22,2024-05
ISSUE_00606,12.0,Saibaba Colony,Drainage Leakage,Unknown,2024-04-14,2024-04
ISSUE_00607,12.0,Unknown,Unknown,Medium,2025-06-28,2025-06
ISSUE_00608,12.0,Koundampalayam,Pothole,Unknown,2025-05-03,2025-05
ISSUE_00609,12.0,RS Puram,Water Pipe Burst,Medium,2025-06-16,2025-06
ISSUE_00610,11.0,Ganapathy,Unknown,Unknown,2024-01-02,2024-01
ISSUE_00611,12.0,RS Puram,Garbage Dump,High,2024-11-27,2024-11
ISSUE_00612,12.0,Podanur,Pothole,Medium,2024-12-19,2024-12
ISSUE_00613,12.0,Unknown,Unknown,Low,2025-06-30,2025-06
ISSUE_00614,15.0,Ganapathy,Pothole,Unknown,2025-05-23,2025-05
ISSUE_00615,20.0,Gandhipuram,Drainage Leakage,Low,2023-08-12,2023-08
ISSUE_00616,12.0,Ganapathy,Pothole,Unknown,2024-07-08,2024-07
ISSUE_00617,2.0,Peelamedu,Unknown,Unknown,2025-05-31,2025-05
ISSUE_00618,12.0,Gandhipuram,Water Pipe Burst,High,2024-03-14,2024-03
ISSUE_00619,12.0,Saibaba Colony,Water Pipe Burst,Low,2024-03-02,2024-03
ISSUE_00620,3.0,Saibaba Colony,Water Pipe Burst,High,2025-06-01,2025-06
ISSUE_00621,12.0,Podanur,Unknown,Medium,2023-05-26,2023-05
ISSUE_00622,12.0,Unknown,Water Pipe Burst,Unknown,2024-05-10,2024-05
ISSUE_00623,12.0,Unknown,Garbage Dump,Unknown,2024-11-28,2024-11
ISSUE_00624,12.0,RS Puram,Unknown,Unknown,2025-07-12,2025-07
ISSUE_00625,12.0,Saibaba Colony,Water Pipe Burst,Unknown,2024-08-15,2024-08
ISSUE_00626,12.0,Ganapathy,Garbage Dump,Low,2025-04-15,2025-04
ISSUE_00627,1.0,Ganapathy,Street Light Issue,High,2023-03-31,2023-03
ISSUE_00628,12.0,Ganapathy,Water Pipe Burst,Medium,2024-12-15,2024-12
ISSUE_00629,12.0,Saibaba Colony,Drainage Leakage,Low,2025-02-08,2025-02
ISSUE_00630,11.0,Podanur,Drainage Leakage,High,2024-12-25,2024-12
ISSUE_00631,12.0,Ganapathy,Pothole,High,2025-03-29,2025-03
ISSUE_00632,12.0,Ukkadam,Unknown,Medium,2024-08-15,2024-08
ISSUE_00633,12.0,Unknown,Street Light Issue,Medium,2023-10-18,2023-10
ISSUE_00634,19.0,Unknown,Pothole,High,2024-10-06,2024-10
ISSUE_00635,13.0,Peelamedu,Garbage Dump,Low,2025-07-11,2025-07
ISSUE_00636,9.0,Ganapathy,Unknown,High,2023-11-04,2023-11
ISSUE_00637,12.0,Unknown,Unknown,Unknown,2024-03-13,2024-03
ISSUE_00638,13.0,Unknown,Drainage Leakage,High,2023-02-18,2023-02
ISSUE_00639,16.0,Unknown,Unknown,Medium,2025-05-06,2025-05
ISSUE_00640,12.0,RS Puram,Garbage Dump,High,2025-06-22,2025-06
ISSUE_00641,12.0,Unknown,Street Light Issue,High,2023-01-04,2023-01
ISSUE_00642,2.0,Peelamedu,Garbage Dump,Low,2023-02-13,2023-02
ISSUE_00643,8.0,Peelamedu,Pothole,Medium,2024-01-31,2024-01
ISSUE_00644,6.0,Gandhipuram,Drainage Leakage,Unknown,2023-01-29,2023-01
ISSUE_00645,11.0,RS Puram,Drainage Leakage,Medium,2024-01-29,2024-01
ISSUE_00646,14.0,Ganapathy,Unknown,Low,2024-01-23,2024-01
ISSUE_00647,12.0,Gandhipuram,Unknown,Low,2024-01-11,2024-01
ISSUE_00648,12.0,Unknown,Unknown,Medium,2024-10-20,2024-10
ISSUE_00649,12.0,Ukkadam,Unknown,High,2024-11-24,2024-11
ISSUE_00650,12.0,Gandhipuram,Unknown,Low,2023-10-14,2023-10
